FID,IID,POP,SEX,AGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,y
0,HG03971,SAS,1,58.0,-0.0110671,0.00518519,-0.0400842,0.0176085,-0.00956462,-0.00125896,-0.0112611,-0.0100996,0.0206488,-0.00458364,0
0,HG03973,SAS,0,49.0,-0.0103011,0.00520095,-0.0382391,0.00988613,-0.00169385,0.00412086,0.0036297,-0.00952499,-0.0389588,-0.00368847,0
0,HG03974,SAS,1,56.0,-0.00951346,0.00777954,-0.0366377,0.0138842,0.00602735,0.0118278,-0.00531276,0.0107481,0.00284513,-0.00706154,0
0,HG03976,SAS,1,52.0,-0.00959791,0.00583704,-0.0335775,0.013868,0.0124806,0.0196517,0.00131643,0.00943883,-0.024863,0.000979558,0
0,HG03977,SAS,0,48.0,-0.00990718,0.00171476,-0.0437946,0.0209434,0.00100193,0.0119787,-0.0061735,-0.00327284,-0.000810468,0.0251779,0
0,HG03978,SAS,1,46.0,-0.0104467,0.00413104,-0.0406041,0.00941869,-0.00253104,0.00210391,0.00577196,0.00520038,0.0116849,-0.00306862,0
0,HG03985,SAS,1,56.0,-0.00987019,0.00246419,-0.0389255,0.0149753,-0.00818359,-0.00123926,-0.00204342,-0.0140009,-0.00411874,-0.024046,0
0,HG03986,SAS,0,60.0,-0.00820002,0.00577745,-0.0389326,0.0132238,0.00360185,-0.00274498,0.00807923,0.0133152,-0.00708906,-0.00950451,0
0,HG03989,SAS,0,49.0,-0.0115059,0.00495766,-0.0450376,0.0124806,-0.0186861,0.00224561,-0.00811551,-0.00615296,-0.00984614,-0.00570196,0
0,HG03990,SAS,1,49.0,-0.00962193,0.00391939,-0.0421263,0.0159494,0.00403183,-0.00103394,-0.0166444,-0.00159585,-0.00826703,0.00266081,0
0,HG03991,SAS,1,46.0,-0.0102401,0.00719928,-0.0398931,0.0127869,-7.25506e-5,0.00225507,-0.00949558,-0.00458417,-0.0204934,0.0286286,0
0,HG03995,SAS,0,46.0,-0.0102348,0.00567249,-0.0403695,0.0139681,0.00889651,-0.0117795,0.0109408,0.00196929,-0.0135277,0.00801986,0
0,HG03998,SAS,1,49.0,-0.0104973,0.00377029,-0.0448893,0.0163292,-0.00461953,-0.00818529,0.00222136,-0.0150999,-0.012841,-0.0138822,0
0,HG03999,SAS,1,47.0,-0.00975356,0.00410927,-0.0409922,0.0148168,0.00536444,0.000669097,0.0145879,-0.00307041,0.00627156,0.00312744,0
0,HG04001,SAS,0,41.0,-0.0111359,0.00435032,-0.0396055,0.0108277,0.0114575,0.00205455,-0.015303,0.00402038,-0.00412408,0.0119722,0
0,HG04002,SAS,1,48.0,-0.00998373,0.00405997,-0.0426884,0.00755295,-0.00122169,0.0064776,0.00285695,-0.00593237,-4.51325e-5,-0.0270555,0
0,HG04003,SAS,1,50.0,-0.0103245,0.00823636,-0.0321993,0.0063812,-0.0140418,0.0120934,-0.00453066,-0.00405935,-0.0283733,-0.035011,0
0,HG04006,SAS,1,60.0,-0.0103351,0.00312749,-0.0416158,0.0133576,-0.01691,0.0111613,0.0010077,0.0169737,0.0249144,0.012388,0
0,HG04014,SAS,0,57.0,-0.0115823,0.00452884,-0.043595,0.0113266,-0.00361085,0.000697328,0.00420247,-0.00791351,-0.0132132,0.00937456,0
0,HG04015,SAS,1,53.0,-0.00990191,0.0093928,-0.0360417,0.0135439,-0.00410165,0.00671846,0.0017574,0.000540724,-0.0263143,-0.0301541,0
0,HG04017,SAS,1,53.0,-0.0102624,0.0057216,-0.0425058,0.0144454,0.00799942,0.00912722,0.00706298,0.0145492,-0.0124019,0.0135235,0
0,HG04018,SAS,0,45.0,-0.00970945,0.00624968,-0.0423214,0.00987551,-0.0111925,0.0142245,-0.00620853,0.00314427,0.0261499,0.024186,0
0,HG04019,SAS,1,52.0,-0.0108138,0.00658635,-0.0394424,0.0119929,-0.00531096,-0.00392265,-0.00458726,-0.00749526,0.012031,-0.00275855,0
0,HG04020,SAS,1,58.0,-0.0092197,0.00658802,-0.0378416,0.0141815,-0.00188096,-0.000867895,-0.0022158,-0.0108735,-0.0175535,-0.0203065,0
0,HG04022,SAS,1,55.0,-0.0098045,0.0101556,-0.0407441,0.0149247,-0.00988041,0.00207346,0.0036219,-0.00618268,-0.000453236,-0.023272,0
0,HG04023,SAS,1,53.0,-0.011929499999999999,9.88723e-5,-0.0434086,0.0155086,-0.00679033,0.00283194,-0.0138575,0.00155806,0.0134732,0.0348185,0
0,HG04025,SAS,0,52.0,-0.00965331,0.00512201,-0.0461527,0.0142534,-1.25914e-5,0.00540231,-0.000642169,0.00915742,-0.0132959,0.0220529,0
0,HG04026,SAS,0,52.0,-0.0102271,0.00266983,-0.0460668,0.0185898,0.0167696,-0.000479143,0.011839,-0.00993372,-0.0288274,0.0311187,0
0,HG04029,SAS,0,49.0,-0.0108737,0.00248875,-0.0411935,0.015454,0.0160634,-5.90089e-5,0.00826146,-0.00851197,-0.0332163,0.00552586,0
0,HG04033,SAS,1,43.0,-0.0105082,0.0067767,-0.0372532,0.0154397,-0.00296536,0.00500359,0.0158326,-0.0046684,-0.0337126,-0.00535107,0
0,HG04035,SAS,0,49.0,-0.00921358,0.00469737,-0.0446528,0.0114311,-0.0116909,0.0112442,-0.00907743,0.0034727,0.00843573,0.000267048,0
0,HG04038,SAS,0,46.0,-0.0107502,0.00502949,-0.0349603,0.013062,0.00628898,-0.00253488,-0.00249285,-0.00850275,-0.0203215,0.0236793,0
0,HG04039,SAS,1,53.0,-0.0109035,0.00425778,-0.0388642,0.014012,-0.0132363,0.0114176,-0.00794242,-0.00620398,0.0087104,-0.0301061,0
0,HG04042,SAS,0,50.0,-0.01081,0.00694927,-0.0415413,0.0143354,0.00941943,0.00112334,0.00366637,0.00659141,-0.0410994,-0.000698809,0
0,HG04047,SAS,0,44.0,-0.00973657,0.00416399,-0.0399935,0.0147254,-0.000705867,-0.000290771,-0.0121439,-0.00966114,-0.0124255,0.00671184,1
0,HG04054,SAS,0,43.0,-0.0106791,0.00517106,-0.0481357,0.0186357,-0.014034,-0.00147459,-0.0164089,0.00601277,0.0190637,-0.00428177,1
0,HG04056,SAS,1,50.0,-0.010901,0.00680687,-0.0468342,0.0193252,0.00401253,-0.00266513,0.00366831,0.00995195,-0.0114471,0.0115603,0
0,HG04059,SAS,0,39.0,-0.0103799,0.006442,-0.0378294,0.0170153,-0.000320447,-0.000873377,-0.000155356,-0.00310679,-0.0407472,-0.0170389,0
0,HG04060,SAS,1,49.0,-0.0104506,0.00761118,-0.0379241,0.0150686,-0.000490946,-0.00906594,0.0052314,-0.0128155,-0.0108903,-0.00106957,1
0,HG04061,SAS,1,50.0,-0.01084,0.000829998,-0.0477951,0.020149,-0.00569132,0.00322509,-0.0037302,0.00502339,0.00326129,0.0187933,1
0,HG04062,SAS,0,55.0,-0.0108738,0.0017759,-0.0443224,0.0163715,-0.0124428,-0.00641631,-0.00714705,-0.00762785,-0.00287323,-0.0197025,0
0,HG04063,SAS,0,56.0,-0.0114877,0.00520488,-0.0460131,0.0132988,-0.00244167,0.00634842,-0.00451752,-0.000744734,-0.00186301,0.0260093,0
0,HG04070,SAS,0,53.0,-0.0108024,0.0079106,-0.0335151,0.0120001,0.015381,-0.00600732,0.00507959,0.00260355,-0.0253751,-0.0675377,0
0,HG04075,SAS,0,54.0,-0.0107694,0.00655802,-0.0331752,0.0104198,0.00591919,-0.0105429,0.0246125,-0.00267911,-0.0291576,-0.0286753,0
0,HG04076,SAS,0,54.0,-0.0105641,0.00513492,-0.0415923,0.0119472,0.00502146,0.0134363,-0.0156141,0.0095335,0.0207563,0.0191482,0
0,HG04080,SAS,1,47.0,-0.0108591,0.00646017,-0.0314152,0.0066693,-0.0147833,0.0121917,-0.0115675,-0.00716797,0.00903499,-0.00125184,0
0,HG04090,SAS,0,45.0,-0.00937724,0.00598866,-0.0399338,0.0142961,-0.00822043,0.00343779,-0.0200597,-0.00786778,0.0238886,-0.0191884,0
0,HG04093,SAS,1,51.0,-0.0105496,0.00654938,-0.0356889,0.0121121,-0.000587725,0.0121188,-0.00936266,-0.00814803,-0.0170762,-0.00409529,0
0,HG04094,SAS,1,46.0,-0.0120537,0.00652916,-0.0380494,0.00967317,-0.00483313,-0.00162508,0.00759555,-0.0101538,-0.0102284,0.003593,0
0,HG04096,SAS,1,55.0,-0.0102928,0.00288837,-0.0454796,0.0133348,-0.00178826,-0.0141944,0.0126901,-0.00961586,0.0132165,-0.0130412,1
0,HG04098,SAS,1,53.0,-0.0102225,0.00673152,-0.0389136,0.0112098,-0.00311014,-0.00389232,-0.000470666,0.0029665,0.0310101,0.00929226,0
0,HG04099,SAS,0,50.0,-0.0108559,0.004542,-0.0440187,0.0108473,-0.00245697,0.0102275,-0.00886134,0.00348092,0.0127085,-0.000698596,0
0,HG04100,SAS,1,51.0,-0.00968871,0.0031664,-0.0375808,0.0143831,0.00292862,-0.0134922,0.0138466,-0.0151303,-3.64168e-5,-0.0191497,0
0,HG04106,SAS,0,49.0,-0.0114228,0.00830373,-0.039358,0.0102073,0.00292374,0.0122991,0.0125408,-0.0124878,-0.00390443,0.0143187,0
0,HG04107,SAS,1,52.0,-0.00974439,0.0075585,-0.0366243,0.0122393,0.00226554,-0.00178099,0.00981228,-0.00988452,-0.00909347,-0.000965155,0
0,HG04118,SAS,0,49.0,-0.0102978,0.00471876,-0.041608,0.00968336,-0.00593697,0.00851087,0.00274681,-0.0054484,-0.00541592,0.0304235,0
0,HG04131,SAS,1,54.0,-0.0102527,0.00216034,-0.0346487,0.0086515,0.00285075,0.00825829,-0.0173028,0.00412929,0.01405,0.0173997,0
0,HG04134,SAS,1,46.0,-0.0114863,-0.00117856,-0.0309369,0.00708177,-0.00302684,0.0142802,0.00142866,-0.0022933,-0.0140767,-0.0412358,0
0,HG04140,SAS,1,40.0,-0.0126371,-0.000800831,-0.0342175,0.00912964,-0.00410451,0.0139972,-0.00419615,0.00563451,0.0252464,-0.0120894,0
0,HG04141,SAS,0,54.0,-0.0109805,0.00311684,-0.035744,0.0136238,0.00242826,0.00633057,0.00720671,-0.00570495,-0.0316222,-0.0122943,0
0,HG04144,SAS,0,42.0,-0.0103607,0.00586994,-0.0334509,0.013818,-0.00459489,-0.000725594,0.0148316,0.00132442,0.0104213,-0.0247103,0
0,HG04146,SAS,1,43.0,-0.0110347,0.00323069,-0.0263709,0.0113802,0.00159182,0.00687963,0.00456706,-0.00496667,-0.00244629,0.00013244,0
0,HG04152,SAS,1,51.0,-0.0113223,0.00186683,-0.0341022,0.00807416,-1.59505e-5,0.0108455,0.00440108,0.00810424,0.0321301,-0.0169078,0
0,HG04153,SAS,0,49.0,-0.0104537,0.00122207,-0.0319606,0.0108977,0.00784455,-0.00667789,0.0167574,-0.00630855,-0.00231044,0.00637503,0
0,HG04155,SAS,1,55.0,-0.010221,0.00272779,-0.0308192,0.0118089,-0.00606002,0.00773267,-8.78681e-5,-0.00891637,-0.00796992,-0.0125345,1
0,HG04156,SAS,0,55.0,-0.0116827,0.00196661,-0.0297445,0.0164137,0.0170983,0.00819493,0.0155386,-0.00971565,-0.0176664,-0.0103995,0
0,HG04158,SAS,1,52.0,-0.0124058,0.00419688,-0.0303288,0.01147,0.00153725,0.00113589,0.0130448,-0.0087511,-0.0419834,0.0117494,0
0,HG04159,SAS,0,40.0,-0.0108382,0.00453337,-0.0408735,0.0133408,-0.00421735,0.00223567,0.000520471,-0.00637074,0.0179625,0.00977295,0
0,HG04161,SAS,1,52.0,-0.0106218,0.000570962,-0.0351538,0.0112336,-0.00351913,-0.00106398,0.00360146,0.0170558,-0.00238786,-0.0602302,0
0,HG04162,SAS,0,51.0,-0.0116642,0.00126108,-0.0350165,0.0128721,-0.00569137,-0.00335723,0.00843849,0.00526191,0.0157009,-0.0550768,0
0,HG04164,SAS,1,56.0,-0.0113489,0.00213876,-0.0340938,0.00622961,-0.00255456,0.00119601,0.000903857,0.00347926,0.037284,-0.0343009,0
0,HG04171,SAS,0,57.0,-0.0108008,0.000543677,-0.0275442,0.006904,0.00791036,-0.00226587,0.0101397,0.00407663,0.00332611,-0.0240631,0
0,HG04173,SAS,1,52.0,-0.0103517,0.00158088,-0.0372156,0.0124848,0.00919043,0.00132792,-0.00975494,-0.0151177,-0.0168945,0.0150643,0
0,HG04176,SAS,1,51.0,-0.011764,-0.000354382,-0.0364957,0.0127239,-0.00122073,-0.0128911,0.0143539,0.00286631,0.00836303,-0.0057542,0
0,HG04177,SAS,0,49.0,-0.0108091,0.00274926,-0.0402299,0.0115426,0.0143402,-0.0169494,0.0250347,-0.000521211,0.0023453,-0.0202296,0
0,HG04180,SAS,0,52.0,-0.0114491,0.00418681,-0.0338369,0.006066,0.00418555,0.0103493,-0.00664355,-0.00483758,0.0238314,-0.0107,0
0,HG04182,SAS,1,50.0,-0.0108412,0.00165346,-0.0309889,0.0139106,0.00080041,0.00790478,0.00488752,-0.0157855,-0.0231199,-0.0164614,0
0,HG04183,SAS,0,50.0,-0.0121039,0.00280501,-0.0321216,0.00626915,0.00274261,0.00911065,-0.0156864,0.00400631,0.00366417,-0.00985771,0
0,HG04185,SAS,1,50.0,-0.0111605,0.00479368,-0.0453234,0.0180781,-0.0173649,0.00244364,-0.0102883,-0.00488473,-0.0228249,-0.00125744,1
0,HG04186,SAS,0,49.0,-0.0101752,0.00564097,-0.0477481,0.0191452,-0.011959,0.00222551,-0.000601003,-0.00250551,-0.0154135,0.0168417,1
0,HG04188,SAS,1,53.0,-0.0118415,0.00340271,-0.0288937,0.0105515,0.00763751,-0.0152041,0.0174578,-0.0034222,-0.0242217,-0.0529001,0
0,HG04189,SAS,0,50.0,-0.0114642,-0.00171571,-0.0404935,0.0111458,0.00386522,-0.015687,0.00798937,-0.000785176,0.0051226,-0.0212637,0
0,HG04194,SAS,1,50.0,-0.00967714,0.00273625,-0.0349317,0.008819,0.00876408,-0.0110827,0.0194969,-0.00412707,0.00525926,-0.0306367,0
0,HG04195,SAS,0,42.0,-0.0099873,0.00313876,-0.029022,0.0112218,0.0195961,-0.0148424,0.0224751,-0.00449357,-0.0180936,-0.0374778,0
0,HG04198,SAS,1,52.0,-0.0088884,0.0054694,-0.0417173,0.0104023,0.00797837,-0.0173787,-0.000224589,0.0159882,0.023686,-0.0106677,0
0,HG04200,SAS,0,52.0,-0.00986972,0.00574391,-0.0375346,0.0153414,0.000631226,-0.0047634,0.00169927,0.0186404,0.00167795,-0.0283062,0
0,HG04202,SAS,0,53.0,-0.0114764,0.00600242,-0.0402683,0.0170563,0.0174748,-0.0158438,-0.00332589,0.0140282,0.00757387,0.00268506,0
0,HG04206,SAS,1,56.0,-0.00989031,0.0062848,-0.0376691,0.012626,0.00843716,-0.0144379,0.00295035,0.00293235,0.0108593,0.0155102,0
0,HG04209,SAS,0,51.0,-0.0103693,0.00573737,-0.0406433,0.0122734,-0.00877803,-0.00381938,0.0066532,0.00810818,0.0117036,-0.0360081,0
0,HG04210,SAS,1,50.0,-0.0106215,0.0046548,-0.0418534,0.0106663,-0.00354064,-0.00742979,0.00883411,0.00390706,0.0228323,-0.0257404,0
0,HG04211,SAS,1,57.0,-0.00834287,0.00744349,-0.037365,0.0136919,-0.000700114,-0.0021203,0.00404679,0.00725345,0.0400205,-0.0517545,0
0,HG04212,SAS,0,48.0,-0.0107004,0.00406462,-0.0417802,0.0141143,0.00041726,-0.0117514,0.0114168,0.0229116,0.000367437,-0.0305519,0
0,HG04214,SAS,0,55.0,-0.00952344,0.00812623,-0.0365586,0.00883922,0.0259145,-0.0082461,0.00231133,0.00404391,0.0081097,0.01767,0
0,HG04216,SAS,0,45.0,-0.0111399,0.00645811,-0.0340558,0.0117287,1.65258e-5,-0.0108728,0.0191032,-0.00714166,-0.0120381,-0.0178042,0
0,HG04219,SAS,1,52.0,-0.0108157,0.0045763,-0.0358727,0.0141961,0.00894692,-0.0019623,0.0075901,-0.00193881,-0.0135251,-0.00494316,1
0,HG04222,SAS,1,53.0,-0.0108761,0.00195352,-0.0371694,0.01038,-0.000826249,-0.00781408,0.00790832,0.0116474,0.00922427,-0.0505135,0
0,HG04225,SAS,1,52.0,-0.0113618,0.00605615,-0.037444,0.0123521,0.0191783,-0.00971627,0.023351,0.0114544,-0.0254179,0.00697872,0
0,HG04227,SAS,0,41.0,-0.0113493,-0.0038159,-0.0346681,0.0030579,0.00273068,-0.00755506,-0.00510618,0.00197987,0.00487214,-0.0576307,0
0,HG04229,SAS,1,47.0,-0.00997669,0.00146039,-0.0389516,0.0135213,0.0163149,-0.00292778,0.024284,0.0102132,-0.02638,0.00957743,0
0,HG04235,SAS,1,48.0,-0.00904329,0.0090849,-0.0392592,0.0113871,0.00449923,-0.00545716,0.00517111,0.00211761,0.00675526,-0.0149203,0
0,HG04238,SAS,1,48.0,-0.0106835,0.00422633,-0.0397449,0.0135016,0.0126654,-0.0128144,0.00723995,0.00989526,0.00915252,-0.031445,0
0,HG04239,SAS,1,46.0,-0.00932284,0.00657402,-0.0422101,0.015612,-8.57793e-5,-0.0133188,0.0137794,0.00889669,0.0122487,-0.0130535,0
0,NA06984,EUR,1,57.0,-0.0116209,0.0257034,0.0184363,-0.018217,-0.0165625,-0.0107859,0.00857204,0.0211123,0.00312894,0.00643279,1
0,NA06985,EUR,0,52.0,-0.0110916,0.0269211,0.0109532,-0.0138298,0.00280098,0.0100975,-0.00542928,-0.00760114,0.000826986,-0.00254444,0
0,NA06986,EUR,1,51.0,-0.0104787,0.0285851,0.00987469,-0.0162725,-0.0047306,-0.0244168,0.0193514,-0.000312042,-0.032766,0.0459352,0
0,NA06989,EUR,0,52.0,-0.0116257,0.0257007,0.0132144,-0.0179319,-0.00682527,-0.0278243,0.0182259,0.00733341,-0.032115,0.0135431,0
0,NA06994,EUR,1,54.0,-0.0102209,0.0259701,0.0149515,-0.0124198,-0.00322699,0.0281745,-0.00495386,-0.00923812,-0.00624058,0.0324753,0
0,NA07000,EUR,0,52.0,-0.0101529,0.0249105,0.0122645,-0.0166641,0.00540917,0.00951733,0.00887129,-0.0365741,0.00176115,0.00299018,0
0,NA07037,EUR,0,46.0,-0.0105484,0.0289991,0.0193528,-0.0200692,-0.00395318,0.00507856,8.13498e-5,-0.0174562,0.0208523,-0.00551109,0
0,NA07048,EUR,1,47.0,-0.0107994,0.0247058,0.0172139,-0.0171896,-0.00494002,-0.0200181,0.0209735,0.0191488,-0.0308801,-0.00870795,0
0,NA07051,EUR,1,45.0,-0.0115273,0.0257954,0.0128188,-0.0178187,-0.0218247,-0.0230003,0.00707242,0.00847884,0.0256876,0.0431132,0
0,NA07056,EUR,0,47.0,-0.0111664,0.0281129,0.0153256,-0.0154477,-0.00345538,0.0179892,0.000814851,-0.0327984,0.0110029,-0.00702355,0
0,NA07347,EUR,1,50.0,-0.0110855,0.0252619,0.0136112,-0.016246,-0.010966,-0.02125,0.0132869,0.0195768,-0.0114257,0.0198459,1
0,NA07357,EUR,1,46.0,-0.0118205,0.025362,0.0124007,-0.0142664,-0.00315689,0.0242671,0.000116733,-0.0148964,0.00542594,0.00993697,0
0,NA10847,EUR,0,58.0,-0.0116279,0.0283018,0.010691,-0.0204319,0.00327021,0.0146211,0.0190665,-0.037771,-0.0274377,0.00194863,1
0,NA10851,EUR,1,48.0,-0.0109214,0.0259999,0.010757,-0.0163018,0.0123847,0.00143645,0.0133746,-0.035407,0.0155229,0.0239097,1
0,NA11829,EUR,1,48.0,-0.0105385,0.0277355,0.0118388,-0.0169606,-0.0109806,-0.00312521,0.0208796,-0.0439095,-0.0317703,-0.000692991,0
0,NA11830,EUR,0,49.0,-0.0113627,0.027152,0.0114685,-0.0161504,-0.00997162,0.0039272,-0.00988432,-0.0282312,0.0110906,0.0074662,0
0,NA11831,EUR,1,52.0,-0.0102222,0.0267143,0.0158052,-0.0121345,0.00650441,0.00404464,-0.00209686,-0.0286073,-0.0168644,0.0271243,0
0,NA11832,EUR,0,49.0,-0.0103916,0.027456,0.00891263,-0.0190014,-0.00557306,0.0122723,-0.00536149,-0.00955967,0.00155219,0.0253312,0
0,NA11840,EUR,0,42.0,-0.010936,0.0251145,0.0113178,-0.0119536,-0.0116174,0.00553329,0.0137458,-0.0371543,-0.0277601,-0.029011,0
0,NA11843,EUR,1,54.0,-0.0107807,0.0273753,0.0155489,-0.0144712,-0.00247032,-0.0205826,0.0190769,0.00648511,-0.0222604,0.00530758,0
0,NA11881,EUR,1,52.0,-0.0115332,0.0255781,0.0108772,-0.0182752,-0.00112039,0.0146827,0.00788198,-0.0370354,0.0182976,0.0218757,0
0,NA11892,EUR,0,56.0,-0.010891,0.0243226,0.0121487,-0.0181287,0.00719316,-0.0100172,0.00442292,-0.0116891,0.0123611,-0.00874529,0
0,NA11893,EUR,1,53.0,-0.0100722,0.0264693,0.0113884,-0.0198662,-0.00154347,-0.00348933,0.00349867,0.00243902,0.0191005,-0.0430584,1
0,NA11894,EUR,0,44.0,-0.00995354,0.0268623,0.0114,-0.0137369,-0.00137308,-0.0130342,0.00831745,-0.0168788,0.0124333,-0.0189965,0
0,NA11918,EUR,0,47.0,-0.0120257,0.0259006,0.0127277,-0.0249081,-0.00693841,0.000380388,-0.0112381,0.0275415,0.037756,0.0291675,0
0,NA11919,EUR,1,45.0,-0.0102328,0.0275274,0.0127949,-0.0220253,-0.0108519,-0.010025,-0.000600999,0.0187929,-0.00152845,0.00201425,0
0,NA11920,EUR,0,64.0,-0.0113925,0.0255709,0.0160904,-0.0177708,-0.00319243,-0.0165806,0.0158552,0.000737199,-0.0296537,0.0207341,0
0,NA11930,EUR,1,48.0,-0.0102519,0.0266958,0.0113818,-0.0131267,-0.000777406,-0.0127451,0.00647597,-0.0116757,-0.013403,0.023127,0
0,NA11931,EUR,0,45.0,-0.0114256,0.0255092,0.0100169,-0.0205885,0.0134459,0.00175634,0.00417224,0.00205444,0.0050953,0.00410181,0
0,NA11932,EUR,1,55.0,-0.0111316,0.0285102,0.0148902,-0.0191007,-0.00116096,0.00229877,6.37929e-5,-0.0093156,0.0471354,0.0237272,0
0,NA11933,EUR,0,60.0,-0.0107808,0.0277038,0.0148737,-0.0158362,-0.00759852,0.0051027,-0.00162627,-0.00470167,0.00728162,-0.0236978,1
0,NA11992,EUR,1,49.0,-0.0103297,0.0285271,0.0101731,-0.0187227,0.00378906,0.0208373,-0.0112048,-0.0184233,0.00972895,0.0326425,1
0,NA11994,EUR,1,60.0,-0.0116963,0.0264901,0.0120004,-0.018318,0.00826251,0.0103678,0.00850013,-0.0105726,-0.0360827,0.031294,0
0,NA11995,EUR,0,49.0,-0.00970515,0.0286422,0.0103604,-0.0194465,0.00542107,0.0217968,-0.011601,-0.0271129,0.0412792,-0.0154581,1
0,NA12003,EUR,1,41.0,-0.0119563,0.0271174,0.0133474,-0.0174126,0.00908679,0.00857568,-0.00966832,-0.018657,0.0108226,0.0137086,1
0,NA12004,EUR,0,55.0,-0.00996549,0.0245101,0.00963193,-0.018923,0.00910355,0.0169584,-0.000108739,-0.0243547,-0.00773303,0.0102892,0
0,NA12005,EUR,1,43.0,-0.00930031,0.026981,0.00881803,-0.0140208,-0.00107259,0.0163245,-0.00782645,-0.00634639,0.0030584,0.00840378,0
0,NA12006,EUR,0,50.0,-0.0109165,0.0270085,0.0133304,-0.0132685,-0.00282435,0.0129015,-0.00402096,-0.0225391,-0.00405104,0.000764319,0
0,NA12043,EUR,1,56.0,-0.0121173,0.0292547,0.0102471,-0.0198168,-0.000610106,0.0116609,0.00850635,-0.0334606,0.00794713,0.0212811,0
0,NA12044,EUR,0,42.0,-0.0112759,0.027143,0.0109316,-0.0113756,0.00987436,0.0180074,0.00952442,-0.0311782,-0.0349874,0.00777867,0
0,NA12045,EUR,1,59.0,-0.00988809,0.0283459,0.0145519,-0.0137382,-0.00606212,-0.0154536,0.00788119,0.0105153,-0.0273323,-0.0256914,0
0,NA12046,EUR,0,36.0,-0.00978596,0.0253483,0.0148143,-0.013467,0.0182049,0.0217977,0.000844951,-0.0233803,-0.0287885,0.0234581,1
0,NA12058,EUR,0,43.0,-0.0103391,0.0267755,0.0129698,-0.0170132,0.0035355,-0.0219531,0.0132877,0.0322568,-0.0324302,0.0410272,0
0,NA12144,EUR,1,42.0,-0.0102825,0.0269442,0.00919591,-0.0164944,0.00275318,0.0160157,-0.00754944,-0.0231011,0.0253174,-0.0154486,1
0,NA12154,EUR,1,49.0,-0.010689,0.0272847,0.0111925,-0.019535,-0.0172509,0.0109325,0.00631548,-0.0292458,-0.00491793,-0.0255754,1
0,NA12155,EUR,1,45.0,-0.0105399,0.0277409,0.0107627,-0.0161598,0.0106845,-0.00605599,0.00340319,-0.0168919,-0.0246784,0.0335572,0
0,NA12156,EUR,0,53.0,-0.0105663,0.0262394,0.0130378,-0.0151874,0.0183742,0.0115391,-0.013458,-0.0226272,-0.00218336,0.0277423,0
0,NA12234,EUR,0,52.0,-0.0112916,0.0258548,0.00913517,-0.0180227,-0.0100257,0.0220652,-0.0112116,-0.0252573,0.0397838,-0.0124938,0
0,NA12249,EUR,0,64.0,-0.0114366,0.0262516,0.00756303,-0.0145131,0.00122787,0.00431632,-0.00241355,-0.0274858,0.00852327,0.0296254,0
0,NA12272,EUR,1,58.0,-0.0117118,0.0281265,0.00984141,-0.0156207,0.00542359,0.00727973,0.000902236,-0.0296379,-0.025591,0.00832047,0
0,NA12273,EUR,0,53.0,-0.0103124,0.0267631,0.0125646,-0.0156644,0.00777394,0.0159551,0.00824133,-0.0194298,-0.0265288,0.0193995,0
0,NA12275,EUR,0,52.0,-0.0101814,0.0257836,0.0178309,-0.0177756,0.0049513,0.00970628,-0.000184464,-0.0338464,-0.0216428,0.0219387,0
0,NA12282,EUR,1,59.0,-0.0120642,0.0262648,0.013707,-0.0186546,0.00795802,0.0115298,-0.00355055,-0.0186826,0.0102014,-0.00973982,0
0,NA12283,EUR,0,52.0,-0.00960416,0.0267323,0.0113729,-0.0133022,0.000979894,0.0152938,-0.00422005,-0.00363082,-0.0187729,-0.0160032,0
0,NA12286,EUR,1,48.0,-0.0115631,0.0255783,0.00904465,-0.0153309,-0.00758081,0.0120252,-0.00333979,-0.0269934,0.00533566,-0.00340846,0
0,NA12287,EUR,0,42.0,-0.0116754,0.0272505,0.0101149,-0.0188563,-0.00432431,-0.00469048,0.00881252,-0.0108463,0.0221138,-0.00152696,0
0,NA12340,EUR,1,48.0,-0.00997205,0.0274974,0.0164568,-0.0144569,0.00447118,-0.0107444,0.0159931,0.00813342,-0.0411998,0.0237086,0
0,NA12341,EUR,0,52.0,-0.0111931,0.027922,0.0113917,-0.0118489,-0.00806947,-0.0116279,0.00864858,0.0124607,0.0335424,0.041417,1
0,NA12342,EUR,1,46.0,-0.0107282,0.0275463,0.0118235,-0.023967,-0.0246395,-0.00194232,-0.00369188,0.00794975,0.0299173,0.0219696,0
0,NA12347,EUR,1,58.0,-0.0104254,0.0264986,0.0132515,-0.0164713,-0.00214739,0.00778596,0.00236766,-0.0185655,0.0143351,-0.00989889,0
0,NA12348,EUR,0,52.0,-0.0108392,0.025805,0.01158,-0.0196281,-0.00389504,-0.00274687,-0.00064633,-0.0111546,0.0232425,0.00838251,1
0,NA12383,EUR,0,54.0,-0.0113776,0.0264747,0.0122428,-0.0207033,0.00758574,-0.00999955,0.00231652,-0.0111675,-0.0206714,0.00230856,1
0,NA12399,EUR,1,45.0,-0.0101417,0.0258222,0.0115631,-0.0148418,-0.0108475,-0.0224991,-0.00178815,0.020351,-0.012146,0.00629897,0
0,NA12400,EUR,0,49.0,-0.011924,0.0270736,0.0160456,-0.0184274,-0.00681254,-0.0231685,-0.00495498,0.0259918,0.0045381,0.0438417,0
